date,Temperature,Humidity,Light,CO2,Occupancy
2015-02-02 17:22:00,23,25,433,811,1
2015-02-02 17:23:00,23,25,433,812,1
2015-02-02 17:23:59,23,25,426,814,1
2015-02-02 17:25:00,23,25,430,824,1
2015-02-02 17:25:59,23,25,433,835,1
2015-02-02 17:26:59,23,25,433,837,1
2015-02-02 17:28:00,23,25,433,841,1
2015-02-02 17:29:00,23,25,433,845,1
2015-02-02 17:30:00,23,25,433,855,1
2015-02-02 17:31:00,23,25,428,850,1
2015-02-02 17:31:59,23,25,425,845,1
2015-02-02 17:32:59,23,25,433,854,1
2015-02-02 17:34:00,23,25,428,849,0
2015-02-02 17:35:00,23,25,423,853,0
2015-02-02 17:36:00,23,25,424,853,0
2015-02-02 17:37:00,23,25,425,852,0
2015-02-02 17:38:00,23,25,427,854,0
2015-02-02 17:38:59,23,25,422,846,0
2015-02-02 17:39:59,23,25,426,834,0
2015-02-02 17:41:00,23,25,422,826,0
2015-02-02 17:42:00,23,25,419,820,0
2015-02-02 17:43:00,23,25,419,830,0
2015-02-02 17:44:00,23,25,419,824,0
2015-02-02 17:44:59,23,25,419,814,0
2015-02-02 17:45:59,23,25,419,814,0
2015-02-02 17:47:00,23,25,419,814,0
2015-02-02 17:48:00,23,25,419,811,0
2015-02-02 17:49:00,22,25,419,805,0
2015-02-02 17:50:00,22,25,419,808,0
2015-02-02 17:51:00,23,25,419,802,0
2015-02-02 17:51:59,22,25,419,797,0
2015-02-02 17:53:00,22,25,419,794,0
2015-02-02 17:54:00,22,25,419,791,0
2015-02-02 17:55:00,22,25,419,790,0
2015-02-02 17:55:59,22,25,419,782,0
2015-02-02 17:57:00,22,25,419,772,1
2015-02-02 17:57:59,22,25,419,773,1
2015-02-02 17:58:59,22,25,419,774,1
2015-02-02 18:00:00,22,25,419,774,1
2015-02-02 18:01:00,22,25,416,772,1
2015-02-02 18:02:00,22,25,419,783,1
2015-02-02 18:03:00,22,25,415,797,1
2015-02-02 18:04:00,22,25,310,809,1
2015-02-02 18:04:59,22,25,0,806,0
2015-02-02 18:06:00,22,25,0,791,0
2015-02-02 18:07:00,22,25,0,779,0
2015-02-02 18:08:00,22,25,0,781,0
2015-02-02 18:08:59,22,25,0,782,0
2015-02-02 18:10:00,22,25,0,781,0
2015-02-02 18:10:59,22,25,0,778,0
2015-02-02 18:11:59,22,25,0,769,0
2015-02-02 18:13:00,22,25,0,767,0
2015-02-02 18:14:00,22,25,0,763,0
2015-02-02 18:15:00,22,25,0,762,0
2015-02-02 18:16:00,22,25,0,762,0
2015-02-02 18:16:59,22,25,0,761,0
2015-02-02 18:17:59,22,25,0,757,0
2015-02-02 18:19:00,22,25,0,752,0
2015-02-02 18:20:00,22,25,0,749,0
2015-02-02 18:21:00,22,25,0,746,0
2015-02-02 18:22:00,22,25,0,745,0
2015-02-02 18:23:00,22,25,0,741,0
2015-02-02 18:23:59,22,25,0,738,0
2015-02-02 18:24:59,22,25,0,733,0
2015-02-02 18:26:00,22,25,0,727,0
2015-02-02 18:27:00,22,25,0,716,0
2015-02-02 18:28:00,22,25,0,723,0
2015-02-02 18:29:00,22,25,0,718,0
2015-02-02 18:29:59,22,25,0,717,0
2015-02-02 18:30:59,22,25,0,714,0
2015-02-02 18:32:00,22,25,0,714,0
2015-02-02 18:33:00,22,25,0,715,0
2015-02-02 18:34:00,22,25,0,707,0
2015-02-02 18:35:00,22,25,0,706,0
2015-02-02 18:36:00,22,25,0,699,0
2015-02-02 18:36:59,22,25,0,693,0
2015-02-02 18:38:00,22,25,0,695,0
2015-02-02 18:39:00,22,24,0,697,0
2015-02-02 18:40:00,22,24,0,692,0
2015-02-02 18:40:59,22,24,0,691,0
2015-02-02 18:42:00,22,24,0,690,0
2015-02-02 18:42:59,22,24,0,689,0
2015-02-02 18:43:59,22,24,0,687,0
2015-02-02 18:45:00,22,24,0,680,0
2015-02-02 18:46:00,22,24,0,668,0
2015-02-02 18:47:00,22,24,0,666,0
2015-02-02 18:48:00,22,24,0,665,0
2015-02-02 18:49:00,22,24,0,668,0
2015-02-02 18:49:59,22,24,0,661,0
2015-02-02 18:51:00,22,24,0,658,0
2015-02-02 18:52:00,22,24,0,656,0
2015-02-02 18:53:00,22,24,0,655,0
2015-02-02 18:53:59,22,24,0,654,0
2015-02-02 18:55:00,22,24,0,650,0
2015-02-02 18:55:59,22,24,0,651,0
2015-02-02 18:56:59,22,24,0,648,0
2015-02-02 18:58:00,22,24,0,640,0
2015-02-02 18:59:00,22,24,0,638,0
2015-02-02 19:00:00,22,24,0,636,0
2015-02-02 19:01:00,22,24,0,636,0
2015-02-02 19:01:59,22,24,0,636,0
2015-02-02 19:02:59,22,24,0,636,0
2015-02-02 19:04:00,22,24,0,628,0
2015-02-02 19:05:00,22,24,0,626,0
2015-02-02 19:06:00,22,24,0,622,0
2015-02-02 19:07:00,22,24,0,622,0
2015-02-02 19:08:00,22,24,0,621,0
2015-02-02 19:08:59,22,24,0,617,0
2015-02-02 19:09:59,22,24,0,613,0
2015-02-02 19:11:00,21,24,0,615,0
2015-02-02 19:12:00,21,24,0,617,0
2015-02-02 19:13:00,21,24,0,614,0
2015-02-02 19:14:00,21,24,0,611,0
2015-02-02 19:14:59,21,24,0,603,0
2015-02-02 19:15:59,21,24,0,604,0
2015-02-02 19:17:00,21,24,0,602,0
2015-02-02 19:18:00,21,24,0,606,0
2015-02-02 19:19:00,21,24,0,605,0
2015-02-02 19:20:00,21,24,0,599,0
2015-02-02 19:21:00,21,24,0,600,0
2015-02-02 19:21:59,21,24,0,597,0
2015-02-02 19:23:00,21,24,0,598,0
2015-02-02 19:24:00,21,24,0,594,0
2015-02-02 19:25:00,21,24,0,591,0
2015-02-02 19:25:59,21,24,0,587,0
2015-02-02 19:27:00,21,24,0,588,0
2015-02-02 19:27:59,21,24,0,586,0
2015-02-02 19:28:59,21,24,0,585,0
2015-02-02 19:30:00,21,24,0,587,0
2015-02-02 19:31:00,21,24,0,585,0
2015-02-02 19:32:00,21,24,0,579,0
2015-02-02 19:33:00,21,24,0,579,0
2015-02-02 19:34:00,21,24,0,582,0
2015-02-02 19:34:59,21,24,0,582,0
2015-02-02 19:36:00,21,24,0,578,0
2015-02-02 19:37:00,21,24,0,577,0
2015-02-02 19:38:00,21,24,0,574,0
2015-02-02 19:38:59,21,24,0,569,0
2015-02-02 19:40:00,21,24,0,565,0
2015-02-02 19:40:59,21,24,0,561,0
2015-02-02 19:41:59,21,24,0,567,0
2015-02-02 19:43:00,21,24,0,565,0
2015-02-02 19:44:00,21,24,0,564,0
2015-02-02 19:45:00,21,24,0,559,0
2015-02-02 19:46:00,21,24,0,560,0
2015-02-02 19:46:59,21,24,0,551,0
2015-02-02 19:47:59,21,24,0,553,0
2015-02-02 19:49:00,21,24,0,552,0
2015-02-02 19:50:00,21,24,0,553,0
2015-02-02 19:51:00,21,24,0,546,0
2015-02-02 19:52:00,21,24,0,548,0
2015-02-02 19:53:00,21,24,0,547,0
2015-02-02 19:53:59,21,24,0,546,0
2015-02-02 19:54:59,21,24,0,544,0
2015-02-02 19:56:00,21,23,0,546,0
2015-02-02 19:57:00,21,23,0,547,0
2015-02-02 19:58:00,21,24,0,545,0
2015-02-02 19:59:00,21,24,0,541,0
2015-02-02 19:59:59,21,24,0,541,0
2015-02-02 20:00:59,21,24,0,533,0
2015-02-02 20:02:00,21,24,0,528,0
2015-02-02 20:03:00,21,23,0,538,0
2015-02-02 20:04:00,21,23,0,540,0
2015-02-02 20:05:00,21,24,0,535,0
2015-02-02 20:06:00,21,24,0,537,0
2015-02-02 20:06:59,21,24,0,535,0
2015-02-02 20:08:00,21,24,0,533,0
2015-02-02 20:09:00,21,24,0,525,0
2015-02-02 20:10:00,21,23,0,525,0
2015-02-02 20:10:59,21,23,0,523,0
2015-02-02 20:12:00,21,23,0,521,0
2015-02-02 20:12:59,21,23,0,520,0
2015-02-02 20:13:59,21,23,0,523,0
2015-02-02 20:15:00,21,23,0,523,0
2015-02-02 20:16:00,21,23,0,519,0
2015-02-02 20:17:00,21,23,0,520,0
2015-02-02 20:18:00,21,23,0,520,0
2015-02-02 20:19:00,21,23,0,520,0
2015-02-02 20:19:59,21,23,0,525,0
2015-02-02 20:21:00,21,23,0,520,0
2015-02-02 20:22:00,21,23,0,519,0
2015-02-02 20:23:00,21,23,0,523,0
2015-02-02 20:23:59,21,23,0,518,0
2015-02-02 20:25:00,21,23,0,514,0
2015-02-02 20:25:59,21,23,0,517,0
2015-02-02 20:26:59,21,23,0,521,0
2015-02-02 20:28:00,21,23,0,520,0
2015-02-02 20:29:00,21,23,0,518,0
2015-02-02 20:30:00,21,23,0,514,0
2015-02-02 20:31:00,21,23,0,517,0
2015-02-02 20:31:59,21,23,0,521,0
2015-02-02 20:32:59,21,23,0,519,0
2015-02-02 20:34:00,21,23,0,519,0
2015-02-02 20:35:00,21,23,0,510,0
2015-02-02 20:36:00,21,23,0,509,0
2015-02-02 20:37:00,21,23,0,505,0
2015-02-02 20:38:00,21,23,0,507,0
2015-02-02 20:38:59,21,23,0,509,0
2015-02-02 20:39:59,21,23,0,507,0
2015-02-02 20:41:00,21,23,0,509,0
2015-02-02 20:42:00,21,23,0,510,0
2015-02-02 20:43:00,21,23,0,508,0
2015-02-02 20:44:00,21,23,0,510,0
2015-02-02 20:44:59,21,23,0,504,0
2015-02-02 20:45:59,21,23,0,499,0
2015-02-02 20:47:00,21,23,0,495,0
2015-02-02 20:48:00,21,23,0,496,0
2015-02-02 20:49:00,21,23,0,495,0
2015-02-02 20:50:00,21,23,0,493,0
2015-02-02 20:51:00,21,23,0,494,0
2015-02-02 20:51:59,21,23,0,492,0
2015-02-02 20:53:00,21,23,0,494,0
2015-02-02 20:54:00,21,23,0,485,0
2015-02-02 20:55:00,21,23,0,489,0
2015-02-02 20:55:59,21,23,0,495,0
2015-02-02 20:57:00,21,23,0,496,0
2015-02-02 20:57:59,21,23,0,502,0
2015-02-02 20:58:59,21,23,0,500,0
2015-02-02 21:00:00,21,23,0,493,0
2015-02-02 21:01:00,21,23,0,494,0
2015-02-02 21:02:00,21,23,0,494,0
2015-02-02 21:03:00,21,23,0,489,0
2015-02-02 21:04:00,21,23,0,490,0
2015-02-02 21:04:59,21,23,0,496,0
2015-02-02 21:06:00,21,23,0,498,0
2015-02-02 21:07:00,21,23,0,495,0
2015-02-02 21:08:00,21,23,0,490,0
2015-02-02 21:08:59,21,23,0,492,0
2015-02-02 21:10:00,21,23,0,492,0
2015-02-02 21:10:59,21,23,0,488,0
2015-02-02 21:11:59,21,23,0,488,0
2015-02-02 21:13:00,21,23,0,485,0
2015-02-02 21:14:00,21,23,0,490,0
2015-02-02 21:15:00,21,23,0,490,0
2015-02-02 21:16:00,21,23,0,485,0
2015-02-02 21:16:59,21,23,0,486,0
2015-02-02 21:17:59,21,23,0,485,0
2015-02-02 21:19:00,21,23,0,485,0
2015-02-02 21:20:00,21,23,0,484,0
2015-02-02 21:21:00,21,23,0,483,0
2015-02-02 21:22:00,21,23,0,481,0
2015-02-02 21:23:00,21,23,0,477,0
2015-02-02 21:23:59,21,23,0,475,0
2015-02-02 21:24:59,21,23,0,476,0
2015-02-02 21:26:00,21,23,0,479,0
2015-02-02 21:27:00,21,23,0,481,0
2015-02-02 21:28:00,21,23,0,483,0
2015-02-02 21:29:00,21,23,0,480,0
2015-02-02 21:29:59,21,23,0,480,0
2015-02-02 21:30:59,21,23,0,471,0
2015-02-02 21:32:00,21,23,0,475,0
2015-02-02 21:33:00,21,23,0,482,0
2015-02-02 21:34:00,21,23,0,480,0
2015-02-02 21:35:00,21,23,0,480,0
2015-02-02 21:36:00,21,23,0,482,0
2015-02-02 21:36:59,21,23,0,484,0
2015-02-02 21:38:00,21,23,0,476,0
2015-02-02 21:39:00,21,23,0,475,0
2015-02-02 21:40:00,21,23,0,478,0
2015-02-02 21:40:59,21,23,0,476,0
2015-02-02 21:42:00,21,23,0,479,0
2015-02-02 21:42:59,21,23,0,475,0
2015-02-02 21:43:59,21,23,0,474,0
2015-02-02 21:45:00,21,23,0,477,0
2015-02-02 21:46:00,21,23,0,473,0
2015-02-02 21:47:00,21,23,0,470,0
2015-02-02 21:48:00,21,23,0,469,0
2015-02-02 21:49:00,21,23,0,471,0
2015-02-02 21:49:59,21,23,0,471,0
2015-02-02 21:51:00,21,23,0,468,0
2015-02-02 21:52:00,21,23,0,469,0
2015-02-02 21:53:00,21,23,0,467,0
2015-02-02 21:53:59,21,23,0,469,0
2015-02-02 21:55:00,21,23,0,471,0
2015-02-02 21:55:59,21,23,0,471,0
2015-02-02 21:56:59,21,23,0,467,0
2015-02-02 21:58:00,21,23,0,467,0
2015-02-02 21:59:00,21,23,0,469,0
2015-02-02 22:00:00,21,23,0,468,0
2015-02-02 22:01:00,21,23,0,470,0
2015-02-02 22:01:59,21,23,0,470,0
2015-02-02 22:02:59,21,23,0,470,0
2015-02-02 22:04:00,21,23,0,467,0
2015-02-02 22:05:00,21,23,0,461,0
2015-02-02 22:06:00,21,23,0,469,0
2015-02-02 22:07:00,21,23,0,468,0
2015-02-02 22:08:00,21,23,0,469,0
2015-02-02 22:08:59,21,23,0,467,0
2015-02-02 22:09:59,21,23,0,467,0
2015-02-02 22:11:00,21,23,0,468,0
2015-02-02 22:12:00,21,23,0,472,0
2015-02-02 22:13:00,21,23,0,472,0
2015-02-02 22:14:00,21,23,0,465,0
2015-02-02 22:14:59,21,23,0,462,0
2015-02-02 22:15:59,21,23,0,459,0
2015-02-02 22:17:00,21,23,0,460,0
2015-02-02 22:18:00,21,23,0,461,0
2015-02-02 22:19:00,21,23,0,465,0
2015-02-02 22:20:00,21,23,0,465,0
2015-02-02 22:21:00,21,23,0,459,0
2015-02-02 22:21:59,21,23,0,463,0
2015-02-02 22:23:00,21,23,0,461,0
2015-02-02 22:24:00,21,23,0,462,0
2015-02-02 22:25:00,21,23,0,466,0
2015-02-02 22:25:59,21,23,0,460,0
2015-02-02 22:27:00,21,23,0,457,0
2015-02-02 22:27:59,21,23,0,465,0
2015-02-02 22:28:59,21,23,0,464,0
2015-02-02 22:30:00,21,23,0,459,0
2015-02-02 22:31:00,21,23,0,460,0
2015-02-02 22:32:00,21,23,0,459,0
2015-02-02 22:33:00,21,23,0,463,0
2015-02-02 22:34:00,21,22,0,462,0
2015-02-02 22:34:59,21,23,0,455,0
2015-02-02 22:36:00,21,23,0,458,0
2015-02-02 22:37:00,21,23,0,463,0
2015-02-02 22:38:00,21,23,0,464,0
2015-02-02 22:38:59,21,22,0,461,0
2015-02-02 22:40:00,21,23,0,455,0
2015-02-02 22:40:59,21,23,0,456,0
2015-02-02 22:41:59,21,23,0,456,0
2015-02-02 22:43:00,21,22,0,460,0
2015-02-02 22:44:00,21,23,0,462,0
2015-02-02 22:45:00,21,22,0,460,0
2015-02-02 22:46:00,21,22,0,462,0
2015-02-02 22:46:59,21,22,0,461,0
2015-02-02 22:47:59,21,22,0,462,0
2015-02-02 22:49:00,21,22,0,460,0
2015-02-02 22:50:00,21,22,0,456,0
2015-02-02 22:51:00,21,22,0,458,0
2015-02-02 22:52:00,21,22,0,456,0
2015-02-02 22:53:00,21,22,0,455,0
2015-02-02 22:53:59,21,22,0,451,0
2015-02-02 22:54:59,21,22,0,454,0
2015-02-02 22:56:00,21,22,0,456,0
2015-02-02 22:57:00,21,22,0,454,0
2015-02-02 22:58:00,21,22,0,453,0
2015-02-02 22:59:00,21,22,0,454,0
2015-02-02 22:59:59,21,22,0,453,0
2015-02-02 23:00:59,21,22,0,456,0
2015-02-02 23:02:00,21,22,0,452,0
2015-02-02 23:03:00,21,22,0,450,0
2015-02-02 23:04:00,21,22,0,449,0
2015-02-02 23:05:00,21,22,0,452,0
2015-02-02 23:06:00,21,22,0,451,0
2015-02-02 23:06:59,21,22,0,453,0
2015-02-02 23:08:00,21,22,0,453,0
2015-02-02 23:09:00,21,22,0,457,0
2015-02-02 23:10:00,21,22,0,456,0
2015-02-02 23:10:59,21,22,0,458,0
2015-02-02 23:12:00,21,22,0,459,0
2015-02-02 23:12:59,21,22,0,456,0
2015-02-02 23:13:59,21,22,0,455,0
2015-02-02 23:15:00,21,22,0,453,0
2015-02-02 23:16:00,21,22,0,455,0
2015-02-02 23:17:00,21,22,0,458,0
2015-02-02 23:18:00,21,22,0,450,0
2015-02-02 23:19:00,21,22,0,452,0
2015-02-02 23:19:59,21,22,0,454,0
2015-02-02 23:21:00,21,22,0,452,0
2015-02-02 23:22:00,21,22,0,451,0
2015-02-02 23:23:00,21,22,0,451,0
2015-02-02 23:23:59,21,22,0,451,0
2015-02-02 23:25:00,21,22,0,455,0
2015-02-02 23:25:59,21,22,0,457,0
2015-02-02 23:26:59,21,22,0,456,0
2015-02-02 23:28:00,21,22,0,457,0
2015-02-02 23:29:00,21,22,0,454,0
2015-02-02 23:30:00,21,22,0,454,0
2015-02-02 23:31:00,21,22,0,454,0
2015-02-02 23:31:59,21,22,0,451,0
2015-02-02 23:32:59,21,22,0,450,0
2015-02-02 23:34:00,21,22,0,450,0
2015-02-02 23:35:00,21,22,0,452,0
2015-02-02 23:36:00,21,22,0,453,0
2015-02-02 23:37:00,21,22,0,454,0
2015-02-02 23:38:00,21,22,0,453,0
2015-02-02 23:38:59,21,22,0,454,0
2015-02-02 23:39:59,21,22,0,450,0
2015-02-02 23:41:00,21,22,0,452,0
2015-02-02 23:42:00,21,22,0,450,0
2015-02-02 23:43:00,21,22,0,445,0
2015-02-02 23:44:00,21,22,0,446,0
2015-02-02 23:44:59,21,22,0,451,0
2015-02-02 23:45:59,21,22,0,454,0
2015-02-02 23:47:00,21,22,0,450,0
2015-02-02 23:48:00,21,22,0,446,0
2015-02-02 23:49:00,21,22,0,443,0
2015-02-02 23:50:00,21,22,0,449,0
2015-02-02 23:51:00,21,22,0,455,0
2015-02-02 23:51:59,21,22,0,449,0
2015-02-02 23:53:00,21,22,0,449,0
2015-02-02 23:54:00,21,22,0,450,0
2015-02-02 23:55:00,21,22,0,454,0
2015-02-02 23:55:59,21,22,0,451,0
2015-02-02 23:57:00,21,22,0,449,0
2015-02-02 23:57:59,21,22,0,446,0
2015-02-02 23:58:59,21,22,0,446,0
2015-02-03 00:00:00,21,22,0,452,0
2015-02-03 00:01:00,21,22,0,455,0
2015-02-03 00:02:00,21,22,0,455,0
2015-02-03 00:03:00,21,22,0,452,0
2015-02-03 00:04:00,21,22,0,451,0
2015-02-03 00:04:59,21,22,0,449,0
2015-02-03 00:06:00,21,22,0,446,0
2015-02-03 00:07:00,21,22,0,445,0
2015-02-03 00:08:00,21,22,0,446,0
2015-02-03 00:08:59,21,22,0,450,0
2015-02-03 00:10:00,21,22,0,447,0
2015-02-03 00:10:59,21,22,0,447,0
2015-02-03 00:11:59,21,22,0,448,0
2015-02-03 00:13:00,21,22,0,450,0
2015-02-03 00:14:00,21,22,0,452,0
2015-02-03 00:15:00,21,22,0,450,0
2015-02-03 00:16:00,21,22,0,449,0
2015-02-03 00:16:59,21,22,0,450,0
2015-02-03 00:17:59,21,22,0,454,0
2015-02-03 00:19:00,21,22,0,453,0
2015-02-03 00:20:00,21,22,0,451,0
